,contribution_receipt_amount,contributor_zip,party
70907,150.0,27455,DEM
70908,30.0,98406,DEM
70909,250.0,98023,DEM
70910,25.0,20854,DEM
70911,100.0,98271,DEM
70912,30.0,80134,DEM
70913,30.0,20905,DEM
70914,100.0,87111,DEM
70915,50.0,94956,DEM
70916,30.0,10025,DEM
70917,50.0,11210,DEM
70918,100.0,7642,DEM
70919,30.0,91911,DEM
70920,250.0,20905,DEM
70921,50.0,20112,DEM
70922,100.0,20016,DEM
70923,100.0,10024,DEM
70924,100.0,71201,DEM
70925,100.0,71201,DEM
70926,30.0,78756,DEM
70927,100.0,30088,DEM
70928,100.0,20854,DEM
70929,30.0,1776,DEM
70930,30.0,85016,DEM
70931,30.0,94941,DEM
70932,30.0,27713,DEM
70933,25.0,63110,DEM
70934,100.0,98122,DEM
70935,50.0,7401,DEM
70936,30.0,93536,DEM
70937,30.0,23236,DEM
70938,100.0,6525,DEM
70939,50.0,32514,DEM
70940,50.0,37939,DEM
70941,250.0,64123,DEM
70942,60.0,85023,DEM
70943,30.0,50428,DEM
70944,31.0,94110,DEM
70945,60.0,60614,DEM
70946,30.0,90650,DEM
70947,50.0,30082,DEM
70948,50.0,49024,DEM
70949,30.0,21228,DEM
70950,30.0,57709,DEM
70951,25.0,20112,DEM
70952,25.0,1060,DEM
70953,30.0,98126,DEM
70954,200.0,2905,DEM
70955,30.0,11542,DEM
70956,30.0,85718,DEM
70957,30.0,20817,DEM
70958,100.0,90025,DEM
70959,50.0,95747,DEM
70960,250.0,98136,DEM
70961,250.0,99999,DEM
70962,60.0,90039,DEM
70963,25.0,98101,DEM
70964,30.0,10007,DEM
70965,25.0,90036,DEM
70966,30.0,90036,DEM
70967,30.0,21093,DEM
70968,100.0,27603,DEM
70969,100.0,27603,DEM
70970,30.0,27603,DEM
70971,50.0,97215,DEM
70972,50.0,94610,DEM
70973,60.0,46394,DEM
70974,25.0,94563,DEM
70975,50.0,80250,DEM
70976,50.0,94563,DEM
70977,10.0,94563,DEM
70978,50.0,60563,DEM
70979,30.0,98101,DEM
70980,50.0,19518,DEM
70981,250.0,20817,DEM
70982,250.0,28374,DEM
70983,30.0,48823,DEM
70984,30.0,75904,DEM
70985,50.0,10009,DEM
70986,100.0,2874,DEM
70987,30.0,21152,DEM
70988,15.0,60565,DEM
70989,30.0,60614,DEM
70990,30.0,20009,DEM
70991,30.0,19007,DEM
70992,250.0,21754,DEM
70993,30.0,92649,DEM
70994,30.0,98367,DEM
70995,50.0,1720,DEM
70996,50.0,97219,DEM
70997,100.0,20003,DEM
70998,5.0,6820,DEM
70999,100.0,6820,DEM
71000,300.0,2171,DEM
71001,60.0,2740,DEM
71002,50.0,96740,DEM
71003,30.0,22201,DEM
71004,25.0,21921,DEM
71005,30.0,6423,DEM
71006,25.0,59047,DEM
71007,25.0,59047,DEM
71008,100.0,98110,DEM
71009,30.0,27407,DEM
71010,50.0,2453,DEM
71011,250.0,10033,DEM
71012,50.0,80247,DEM
71013,30.0,15217,DEM
71014,25.0,40207,DEM
71015,100.0,94127,DEM
71016,25.0,92860,DEM
71017,50.0,92860,DEM
71018,100.0,94040,DEM
71019,25.0,19320,DEM
71020,30.0,19320,DEM
71021,50.0,95818,DEM
71022,100.0,94303,DEM
71023,5.0,48382,DEM
71024,10.0,60068,DEM
71025,30.0,60068,DEM
71026,30.0,28712,DEM
71027,60.0,19146,DEM
71028,60.0,94559,DEM
71029,100.0,94114,DEM
71030,40.0,77089,DEM
71031,50.0,2360,DEM
71032,50.0,80220,DEM
71033,25.0,45373,DEM
71034,25.0,45373,DEM
71035,30.0,3833,DEM
71036,30.0,10003,DEM
71037,30.0,6250,DEM
71038,100.0,90290,DEM
71039,50.0,94703,DEM
71040,100.0,28590,DEM
71041,25.0,3885,DEM
71042,25.0,8070,DEM
71043,100.0,30021,DEM
71044,30.0,67460,DEM
71045,25.0,90024,DEM
71046,30.0,73070,DEM
71047,30.0,10471,DEM
71048,25.0,97374,DEM
71049,30.0,17603,DEM
71050,25.0,49686,DEM
71051,30.0,95472,DEM
71052,50.0,95695,DEM
71053,250.0,15106,DEM
71054,50.0,7442,DEM
71055,25.0,7442,DEM
71056,50.0,7442,DEM
71057,30.0,22406,DEM
71058,100.0,40204,DEM
71059,30.0,97470,DEM
71060,30.0,80121,DEM
71061,50.0,22903,DEM
71062,100.0,60614,DEM
71063,30.0,10011,DEM
71064,100.0,22307,DEM
71065,50.0,15147,DEM
71066,30.0,7450,DEM
71067,250.0,92107,DEM
71068,30.0,12567,DEM
71069,75.0,78735,DEM
71070,60.0,10025,DEM
71071,30.0,10013,DEM
71072,30.0,3824,DEM
71073,250.0,35020,DEM
71074,100.0,20910,DEM
71075,30.0,28027,DEM
71076,100.0,90405,DEM
71077,500.0,91016,DEM
71078,30.0,98501,DEM
71079,500.0,91001,DEM
71080,30.0,80550,DEM
71081,250.0,75205,DEM
71082,50.0,22315,DEM
71083,30.0,95650,DEM
71084,120.0,93108,DEM
71085,100.0,32605,DEM
71086,30.0,24277,DEM
71087,30.0,1119,DEM
71088,15.0,48105,DEM
71089,100.0,7040,DEM
71090,100.0,98199,DEM
71091,10.0,84790,DEM
71092,100.0,77025,DEM
71093,30.0,94510,DEM
71094,100.0,87123,DEM
71095,100.0,87123,DEM
71096,30.0,91789,DEM
71097,30.0,91104,DEM
71098,10.0,8902,DEM
71099,30.0,34243,DEM
71100,50.0,2459,DEM
71101,10.0,49874,DEM
71102,100.0,85716,DEM
71103,30.0,60490,DEM
71104,100.0,90046,DEM
71105,30.0,5042,DEM
71106,100.0,20170,DEM
71107,30.0,7432,DEM
71108,100.0,23220,DEM
71109,100.0,10022,DEM
71110,50.0,78704,DEM
71111,100.0,20005,DEM
71112,50.0,48374,DEM
71113,30.0,62704,DEM
71114,30.0,94947,DEM
71115,30.0,80302,DEM
71116,30.0,20191,DEM
71117,25.0,20191,DEM
71118,60.0,28387,DEM
71119,30.0,96789,DEM
71120,60.0,91335,DEM
71121,30.0,94709,DEM
71122,30.0,12159,DEM
71123,150.0,96786,DEM
71124,300.0,31405,DEM
71125,30.0,24401,DEM
71126,30.0,56001,DEM
71127,250.0,27513,DEM
71128,100.0,85396,DEM
71129,1000.0,3753,DEM
71130,50.0,93023,DEM
71131,30.0,78731,DEM
71132,250.0,97120,DEM
71133,250.0,97007,DEM
71134,100.0,2143,DEM
71135,100.0,8225,DEM
71136,100.0,8225,DEM
71137,100.0,93108,DEM
71138,30.0,93101,DEM
71139,30.0,87108,DEM
71140,30.0,0,DEM
71141,50.0,70112,DEM
71142,25.0,6810,DEM
71143,30.0,97236,DEM
71144,30.0,10708,DEM
71145,50.0,27282,DEM
71146,30.0,95060,DEM
71147,100.0,10964,DEM
71148,30.0,94107,DEM
71149,30.0,20904,DEM
71150,30.0,85301,DEM
71151,30.0,80525,DEM
71152,30.0,32127,DEM
71153,25.0,32127,DEM
71154,250.0,22066,DEM
71155,100.0,94115,DEM
71156,30.0,40206,DEM
71157,60.0,94542,DEM
71158,5.0,90026,DEM
71159,100.0,7960,DEM
71160,30.0,77090,DEM
71161,30.0,8540,DEM
71162,100.0,3766,DEM
71163,50.0,20906,DEM
71164,25.0,11104,DEM
71165,100.0,11104,DEM
71166,50.0,20190,DEM
71167,120.09,43235,DEM
71168,25.0,22209,DEM
71169,350.0,30067,DEM
71170,50.0,76179,DEM
71171,250.0,2136,DEM
71172,30.0,33606,DEM
71173,25.0,98115,DEM
71174,25.0,78251,DEM
71175,35.0,2472,DEM
71176,250.0,61822,DEM
71177,50.0,94707,DEM
71178,250.0,11231,DEM
71179,100.0,98125,DEM
71180,60.0,96921,DEM
71181,30.0,80113,DEM
71182,60.0,92084,DEM
71183,500.0,63103,DEM
71184,150.0,5408,DEM
71185,30.0,19802,DEM
71186,30.0,11211,DEM
71187,250.0,94947,DEM
71188,30.0,94602,DEM
71189,100.0,95831,DEM
71190,100.0,77005,DEM
71191,125.0,2472,DEM
71192,250.0,94708,DEM
71193,10.0,11370,DEM
71194,50.0,10044,DEM
71195,50.0,11705,DEM
71196,100.0,60605,DEM
71197,100.0,91950,DEM
71198,100.0,67202,DEM
71199,30.0,20009,DEM
71200,250.0,30331,DEM
71201,100.0,20003,DEM
71202,30.0,95822,DEM
71203,100.0,46360,DEM
71204,100.0,46360,DEM
71205,30.0,27540,DEM
71206,25.0,15216,DEM
71207,30.0,5091,DEM
71208,25.0,95746,DEM
71209,25.0,85202,DEM
71210,100.0,98229,DEM
71211,30.0,22192,DEM
71212,100.0,97205,DEM
71213,30.0,98312,DEM
71214,30.0,98312,DEM
71215,20.0,98312,DEM
71216,30.0,33647,DEM
71217,25.0,22015,DEM
71218,25.0,30094,DEM
71219,25.0,19083,DEM
71220,50.0,4086,DEM
71221,50.0,98198,DEM
71222,30.0,60610,DEM
71223,30.0,94041,DEM
71224,25.0,30214,DEM
71225,50.0,20001,DEM
71226,50.0,40502,DEM
71227,50.0,40502,DEM
71228,30.0,31210,DEM
71229,30.0,21042,DEM
71230,100.0,94502,DEM
71231,60.0,33544,DEM
71232,30.0,98512,DEM
71233,100.0,68508,DEM
71234,100.0,96150,DEM
71235,30.0,80503,DEM
71236,100.0,8540,DEM
71237,30.0,95842,DEM
71238,100.0,53403,DEM
71239,250.0,6517,DEM
71240,30.0,26155,DEM
71241,30.0,20715,DEM
71242,50.0,28036,DEM
71243,50.0,33181,DEM
71244,30.0,15116,DEM
71245,50.0,8848,DEM
71246,30.0,4347,DEM
71247,300.0,94025,DEM
71248,100.0,78216,DEM
71249,30.0,20017,DEM
71250,50.0,61802,DEM
71251,30.0,33951,DEM
71252,30.0,16803,DEM
71253,30.0,16803,DEM
71254,25.0,85306,DEM
71255,100.0,33411,DEM
71256,50.0,91302,DEM
71257,100.0,60616,DEM
71258,2300.0,22314,DEM
71259,100.0,94102,DEM
71260,50.0,13027,DEM
71261,20.0,2144,DEM
71262,30.0,20109,DEM
71263,25.0,64052,DEM
71264,5.0,49456,DEM
71265,30.0,20112,DEM
71266,100.0,20112,DEM
71267,100.0,92260,DEM
71268,30.0,98674,DEM
71269,30.0,92260,DEM
71270,30.0,20010,DEM
71271,120.0,78727,DEM
71272,30.0,7740,DEM
71273,50.0,21043,DEM
71274,50.0,22203,DEM
71275,30.0,87505,DEM
71276,60.0,7016,DEM
71277,50.0,11205,DEM
71278,50.0,62704,DEM
71279,100.0,27519,DEM
71280,50.0,10019,DEM
71281,250.0,96815,DEM
71282,30.0,11201,DEM
71283,60.0,60611,DEM
71284,25.0,22003,DEM
71285,100.0,94062,DEM
71286,30.0,60641,DEM
71287,30.0,92014,DEM
71288,50.0,30033,DEM
71289,50.0,2140,DEM
71290,30.0,77055,DEM
71291,100.0,30707,DEM
71292,100.0,30707,DEM
71293,100.0,92835,DEM
71294,10.0,40150,DEM
71295,100.0,91767,DEM
71296,200.0,94022,DEM
71297,75.0,60201,DEM
71298,100.0,21401,DEM
71299,30.0,37777,DEM
71300,100.0,98029,DEM
71301,100.0,60201,DEM
71302,1000.0,90020,DEM
71303,30.0,11231,DEM
71304,100.0,61701,DEM
71305,25.0,19808,DEM
71306,100.0,80521,DEM
71307,250.0,6525,DEM
71308,100.0,29910,DEM
71309,25.0,8534,DEM
71310,100.0,77006,DEM
71311,30.0,19010,DEM
71312,25.0,97420,DEM
71313,50.0,6355,DEM
71314,50.0,60616,DEM
71315,30.0,2333,DEM
71316,30.0,2110,DEM
71317,100.0,97035,DEM
71318,25.0,97405,DEM
71319,30.0,7960,DEM
71320,100.0,28226,DEM
71321,50.0,19150,DEM
71322,30.0,28741,DEM
71323,30.0,20012,DEM
71324,60.0,91406,DEM
71325,30.0,20009,DEM
71326,30.0,67212,DEM
71327,25.0,53713,DEM
71328,25.0,60652,DEM
71329,30.0,98498,DEM
71330,30.0,2808,DEM
71331,250.0,94025,DEM
71332,100.0,80112,DEM
71333,250.0,20002,DEM
71334,60.0,60649,DEM
71335,100.0,2889,DEM
71336,500.0,90210,DEM
71337,60.0,6812,DEM
71338,50.0,10003,DEM
71339,35.0,98065,DEM
71340,250.0,30000,DEM
71341,250.0,60564,DEM
71342,150.0,60564,DEM
71343,100.0,93065,DEM
71344,100.0,98072,DEM
71345,30.0,20814,DEM
71346,50.0,12077,DEM
71347,30.0,53092,DEM
71348,60.0,11542,DEM
71349,250.0,20016,DEM
71350,50.0,96817,DEM
71351,30.0,32751,DEM
71352,25.0,90212,DEM
71353,100.0,20832,DEM
71354,30.0,94110,DEM
71355,30.0,6043,DEM
71356,30.0,95076,DEM
71357,100.0,91316,DEM
71358,25.0,92647,DEM
71359,30.0,60628,DEM
71360,30.0,60628,DEM
71361,30.0,60628,DEM
71362,30.0,95301,DEM
71363,25.0,76201,DEM
71364,120.0,98036,DEM
71365,1000.0,94596,DEM
71366,250.0,44122,DEM
71367,100.0,85281,DEM
71368,25.0,21075,DEM
71369,100.0,7087,DEM
71370,30.0,60649,DEM
71371,100.0,78728,DEM
71372,25.0,90210,DEM
71373,100.0,20002,DEM
71374,100.0,94117,DEM
71375,50.0,46220,DEM
71376,30.0,33133,DEM
71377,50.0,80210,DEM
71378,100.0,6460,DEM
71379,100.0,7631,DEM
71380,60.0,16001,DEM
71381,50.0,6443,DEM
71382,2300.0,20009,DEM
71383,5.0,12561,DEM
71384,25.0,97229,DEM
71385,30.0,90275,DEM
71386,120.0,33305,DEM
71387,30.0,30066,DEM
71388,200.0,48302,DEM
71389,50.0,20852,DEM
71390,30.0,35223,DEM
71391,50.0,94611,DEM
71392,100.0,15243,DEM
71393,30.0,90274,DEM
71394,100.0,89031,DEM
71395,30.0,91436,DEM
71396,30.0,91436,DEM
71397,50.0,75214,DEM
71398,100.0,92110,DEM
71399,100.0,90045,DEM
71400,40.0,66604,DEM
71401,50.0,60089,DEM
71402,200.0,11201,DEM
71403,60.0,7079,DEM
71404,50.0,95008,DEM
71405,50.0,87043,DEM
71406,50.0,80249,DEM
71407,25.0,8057,DEM
71408,250.0,27534,DEM
71409,50.0,97205,DEM
71410,100.0,27516,DEM
71411,30.0,2062,DEM
71412,30.0,80304,DEM
71413,35.0,46205,DEM
71414,100.0,19118,DEM
71415,30.0,10019,DEM
71416,25.0,53097,DEM
71417,100.0,63043,DEM
71418,100.0,22207,DEM
71419,250.0,10301,DEM
71420,100.0,19406,DEM
71421,100.0,33411,DEM
71422,30.0,28004,DEM
71423,50.0,60653,DEM
71424,25.0,52556,DEM
71425,250.0,27605,DEM
71426,250.0,20011,DEM
71427,250.0,20011,DEM
71428,30.0,27707,DEM
71429,30.0,65721,DEM
71430,100.0,37921,DEM
71431,100.0,2462,DEM
71432,100.0,33016,DEM
71433,30.0,12936,DEM
71434,30.0,6801,DEM
71435,30.0,61818,DEM
71436,250.0,90803,DEM
71437,30.0,94611,DEM
71438,50.0,85652,DEM
71439,15.0,3031,DEM
71440,100.0,80526,DEM
71441,25.0,32828,DEM
71442,30.0,30340,DEM
71443,50.0,2637,DEM
71444,30.0,95060,DEM
71445,30.0,7462,DEM
71446,15.0,77494,DEM
71447,25.0,44883,DEM
71448,100.0,43081,DEM
71449,50.0,62656,DEM
71450,50.0,52403,DEM
71451,50.0,78666,DEM
71452,60.0,12180,DEM
71453,50.0,19066,DEM
71454,10.0,20833,DEM
71455,30.0,90026,DEM
71456,75.0,95814,DEM
71457,30.0,60430,DEM
71458,30.0,32176,DEM
71459,100.0,10011,DEM
71460,40.0,32605,DEM
71461,30.0,22315,DEM
71462,30.0,92373,DEM
71463,30.0,94611,DEM
71464,30.0,63116,DEM
71465,100.0,20010,DEM
71466,30.0,19046,DEM
71467,100.0,94556,DEM
71468,30.0,86351,DEM
71469,25.0,44451,DEM
71470,30.0,29651,DEM
71471,30.0,94566,DEM
71472,30.0,94566,DEM
71473,30.0,99141,DEM
71474,25.0,90403,DEM
71475,30.0,43230,DEM
71476,30.0,29687,DEM
71477,25.0,94941,DEM
71478,500.0,85252,DEM
71479,100.0,52245,DEM
71480,250.0,92020,DEM
71481,30.0,51104,DEM
71482,100.0,46052,DEM
71483,100.0,92651,DEM
71484,30.0,6417,DEM
71485,25.0,93536,DEM
71486,30.0,2769,DEM
71487,100.0,85502,DEM
71488,100.0,93420,DEM
71489,30.0,85658,DEM
71490,100.0,92058,DEM
71491,50.0,94115,DEM
71492,250.0,6039,DEM
71493,25.0,98112,DEM
71494,200.0,90035,DEM
71495,30.0,90068,DEM
71496,100.0,91411,DEM
71497,30.0,91411,DEM
71498,25.0,22101,DEM
71499,25.0,60613,DEM
71500,50.0,97603,DEM
71501,50.0,98125,DEM
71502,100.0,78041,DEM
71503,120.0,19968,DEM
71504,50.0,20011,DEM
71505,25.0,94110,DEM
71506,100.0,84108,DEM
71507,100.0,64064,DEM
71508,30.0,17033,DEM
71509,120.0,22044,DEM
71510,120.0,22044,DEM
71511,30.0,33767,DEM
71512,100.0,43215,DEM
71513,30.0,21211,DEM
71514,60.0,94123,DEM
71515,100.0,27517,DEM
71516,50.0,11231,DEM
71517,1300.0,61008,DEM
71518,30.0,80220,DEM
71519,100.0,95746,DEM
71520,35.0,9593,DEM
71521,30.0,90016,DEM
71522,100.0,20895,DEM
71523,100.0,85614,DEM
71524,100.0,96822,DEM
71525,100.0,98103,DEM
71526,100.0,60630,DEM
71527,30.0,3070,DEM
71528,30.0,98052,DEM
71529,250.0,8818,DEM
71530,25.0,39702,DEM
71531,30.0,62526,DEM
71532,5.0,60612,DEM
71533,30.0,90292,DEM
71534,100.0,27514,DEM
71535,50.0,60605,DEM
71536,500.0,10025,DEM
71537,30.0,98125,DEM
71538,50.0,5753,DEM
71539,250.0,10280,DEM
71540,30.0,23462,DEM
71541,40.0,8854,DEM
71542,50.0,20815,DEM
71543,100.0,33187,DEM
71544,50.0,94526,DEM
71545,25.0,20037,DEM
71546,10.0,60640,DEM
71547,250.0,68130,DEM
71548,30.0,61701,DEM
71549,25.0,60643,DEM
71550,25.0,60643,DEM
71551,100.0,1541,DEM
71552,100.0,98312,DEM
71553,30.0,77845,DEM
71554,30.0,21042,DEM
71555,30.0,39179,DEM
71556,100.0,20850,DEM
71557,60.0,37069,DEM
71558,100.0,2054,DEM
71559,200.0,45140,DEM
71560,100.0,94110,DEM
71561,25.0,32839,DEM
71562,50.0,94611,DEM
71563,30.0,95008,DEM
71564,20.0,60035,DEM
71565,100.0,19119,DEM
71566,25.0,18328,DEM
71567,60.0,75228,DEM
71568,30.0,48130,DEM
71569,120.0,92627,DEM
71570,250.0,33614,DEM
71571,100.0,24073,DEM
71572,100.0,63116,DEM
71573,100.0,93108,DEM
71574,25.0,62702,DEM
71575,30.0,1060,DEM
71576,30.0,66205,DEM
71577,30.0,60009,DEM
71578,15.0,12484,DEM
71579,50.0,1950,DEM
71580,100.0,10533,DEM
71581,30.0,44022,DEM
71582,100.0,94110,DEM
71583,25.0,8003,DEM
71584,30.0,11770,DEM
71585,30.0,93001,DEM
71586,30.0,93001,DEM
71587,250.0,77008,DEM
71588,25.0,75024,DEM
71589,100.0,20832,DEM
71590,50.0,90003,DEM
71591,40.0,20854,DEM
71592,40.0,78741,DEM
71593,30.0,92545,DEM
71594,30.0,94025,DEM
71595,30.0,84118,DEM
71596,250.0,77024,DEM
71597,250.0,20814,DEM
71598,5.0,7834,DEM
71599,15.0,7834,DEM
71600,30.0,92129,DEM
71601,50.0,95350,DEM
71602,50.0,13090,DEM
71603,25.0,62902,DEM
71604,120.0,12189,DEM
71605,100.0,93908,DEM
71606,50.0,60660,DEM
71607,100.0,94506,DEM
71608,30.0,97231,DEM
71609,30.0,6811,DEM
71610,25.0,85615,DEM
71611,30.0,91101,DEM
71612,250.0,17306,DEM
71613,25.0,92694,DEM
71614,150.0,27708,DEM
71615,100.0,60201,DEM
71616,30.0,92116,DEM
71617,30.0,30305,DEM
71618,100.0,11414,DEM
71619,250.0,48214,DEM
71620,25.0,60013,DEM
71621,100.0,27510,DEM
71622,30.0,60640,DEM
71623,50.0,80123,DEM
71624,50.0,80123,DEM
71625,30.0,33844,DEM
71626,30.0,1810,DEM
71627,30.0,60491,DEM
71628,30.0,90027,DEM
71629,30.0,24248,DEM
71630,25.0,93403,DEM
71631,100.0,45701,DEM
71632,30.0,21037,DEM
71633,250.0,9356,DEM
71634,30.0,30312,DEM
71635,30.0,78745,DEM
71636,300.0,73072,DEM
71637,250.0,6060,DEM
71638,30.0,8204,DEM
71639,30.0,87110,DEM
71640,25.0,45701,DEM
71641,50.0,93445,DEM
71642,250.0,14850,DEM
71643,30.0,85711,DEM
71644,30.0,8108,DEM
71645,30.0,97212,DEM
71646,100.0,60657,DEM
71647,300.0,29928,DEM
71648,300.0,29928,DEM
71649,100.0,60615,DEM
71650,250.0,11215,DEM
71651,250.0,60453,DEM
71652,30.0,90036,DEM
71653,30.0,20854,DEM
71654,5.0,63114,DEM
71655,30.0,97338,DEM
71656,25.0,21230,DEM
71657,25.0,20904,DEM
71658,250.0,98117,DEM
71659,50.0,32303,DEM
71660,30.0,94306,DEM
71661,30.0,92114,DEM
71662,25.0,60614,DEM
71663,30.0,30305,DEM
71664,100.0,22312,DEM
71665,100.0,63830,DEM
71666,25.0,92345,DEM
71667,50.0,76548,DEM
71668,30.0,22314,DEM
71669,30.0,33478,DEM
71670,25.0,17011,DEM
71671,100.0,78729,DEM
71672,250.0,96161,DEM
71673,100.0,9267,DEM
71674,30.0,35226,DEM
71675,100.0,60084,DEM
71676,30.0,20171,DEM
71677,50.0,32789,DEM
71678,30.0,19146,DEM
71679,30.0,95947,DEM
71680,25.0,94542,DEM
71681,30.0,30342,DEM
71682,50.0,6840,DEM
71683,50.0,97024,DEM
71684,30.0,60601,DEM
71685,150.0,11579,DEM
71686,15.0,93703,DEM
71687,50.0,75025,DEM
71688,100.0,10024,DEM
71689,100.0,43221,DEM
71690,30.0,60439,DEM
71691,100.0,7030,DEM
71692,25.0,11217,DEM
71693,30.0,48207,DEM
71694,50.0,10510,DEM
71695,100.0,7924,DEM
71696,200.0,10075,DEM
71697,30.0,60558,DEM
71698,100.0,6870,DEM
71699,50.0,18018,DEM
71700,25.0,92101,DEM
71701,30.0,90036,DEM
71702,30.0,50311,DEM
71703,250.0,10014,DEM
71704,50.0,95573,DEM
71705,100.0,97210,DEM
71706,30.0,52101,DEM
71707,100.0,19046,DEM
71708,30.0,97205,DEM
71709,100.0,10024,DEM
71710,30.0,90230,DEM
71711,30.0,2138,DEM
71712,50.0,30043,DEM
71713,30.0,85277,DEM
71714,25.0,64116,DEM
71715,25.0,11432,DEM
71716,100.0,14850,DEM
71717,25.0,37215,DEM
71718,50.0,22207,DEM
71719,30.0,1201,DEM
71720,300.0,6824,DEM
71721,30.0,97701,DEM
71722,30.0,97701,DEM
71723,30.0,97701,DEM
71724,25.0,97701,DEM
71725,50.0,92101,DEM
71726,25.0,76034,DEM
71727,30.0,98684,DEM
71728,100.0,36027,DEM
71729,25.0,20879,DEM
71730,100.0,10025,DEM
71731,50.0,50131,DEM
71732,100.0,7042,DEM
71733,50.0,97031,DEM
71734,30.0,12936,DEM
71735,10.44,92020,DEM
71736,100.0,85260,DEM
71737,25.0,20152,DEM
71738,30.0,93905,DEM
71739,100.0,19352,DEM
71740,30.0,19153,DEM
71741,25.0,8876,DEM
71742,30.0,98119,DEM
71743,30.0,65109,DEM
71744,30.0,6095,DEM
71745,50.0,98664,DEM
71746,100.0,20782,DEM
71747,100.0,74104,DEM
71748,25.0,94534,DEM
71749,60.0,78722,DEM
71750,10.0,2446,DEM
71751,100.0,10021,DEM
71752,30.0,77077,DEM
71753,30.0,94117,DEM
71754,250.0,11217,DEM
71755,50.0,1532,DEM
71756,30.0,681,DEM
71757,50.0,15217,DEM
71758,30.0,2459,DEM
71759,100.0,20815,DEM
71760,200.0,95667,DEM
71761,500.0,58602,DEM
71762,100.0,37931,DEM
71763,30.0,11215,DEM
71764,50.0,91436,DEM
71765,30.0,20121,DEM
71766,100.0,87104,DEM
71767,60.0,1609,DEM
71768,30.0,2446,DEM
71769,30.0,95476,DEM
71770,30.0,98499,DEM
71771,50.0,2142,DEM
71772,100.0,15090,DEM
71773,100.0,43081,DEM
71774,100.0,22042,DEM
71775,30.0,7079,DEM
71776,100.0,21244,DEM
71777,30.0,92651,DEM
71778,150.0,75024,DEM
71779,100.0,20854,DEM
71780,250.0,97058,DEM
71781,150.0,47923,DEM
71782,250.0,32803,DEM
71783,30.0,99801,DEM
71784,50.0,60607,DEM
71785,30.0,19083,DEM
71786,30.0,32304,DEM
71787,50.0,6614,DEM
71788,30.0,2150,DEM
71789,30.0,99801,DEM
71790,250.0,20878,DEM
71791,50.0,22203,DEM
71792,100.0,94022,DEM
71793,25.0,28806,DEM
71794,30.0,60443,DEM
71795,250.0,10016,DEM
71796,50.0,1254,DEM
71797,30.0,44236,DEM
71798,100.0,92404,DEM
71799,100.0,94306,DEM
71800,100.0,22032,DEM
71801,30.0,94708,DEM
71802,30.0,19003,DEM
71803,250.0,96734,DEM
71804,30.0,33637,DEM
71805,300.0,33065,DEM
71806,200.0,11201,DEM
71807,30.0,68418,DEM
71808,100.0,37618,DEM
71809,120.0,48302,DEM
71810,50.0,60642,DEM
71811,30.0,83702,DEM
71812,50.0,21701,DEM
71813,100.0,94503,DEM
71814,30.0,62258,DEM
71815,100.0,2138,DEM
71816,30.0,60563,DEM
71817,100.0,28210,DEM
71818,250.0,49009,DEM
71819,40.0,46236,DEM
71820,50.0,94115,DEM
71821,250.0,11217,DEM
71822,400.0,2139,DEM
71823,100.0,10011,DEM
71824,250.0,18042,DEM
71825,50.0,20912,DEM
71826,25.0,97403,DEM
71827,30.0,6807,DEM
71828,30.0,92117,DEM
71829,250.0,22903,DEM
71830,30.0,20735,DEM
71831,30.0,32259,DEM
71832,50.0,60660,DEM
71833,60.0,23235,DEM
71834,30.0,6042,DEM
71835,25.0,10040,DEM
71836,30.0,20817,DEM
71837,50.0,11215,DEM
71838,30.0,19465,DEM
71839,100.0,95762,DEM
71840,18.0,94114,DEM
71841,60.0,11202,DEM
71842,27.0,47408,DEM
71843,30.0,98312,DEM
71844,50.0,11733,DEM
71845,200.0,20815,DEM
71846,30.0,22315,DEM
71847,30.0,95818,DEM
71848,30.0,46140,DEM
71849,30.0,65202,DEM
71850,25.0,23320,DEM
71851,50.0,91941,DEM
71852,250.0,82070,DEM
71853,25.0,60660,DEM
71854,50.0,18042,DEM
71855,25.0,7410,DEM
71856,25.0,81647,DEM
71857,50.0,63050,DEM
71858,100.0,61701,DEM
71859,100.0,20018,DEM
71860,250.0,20015,DEM
71861,100.0,1602,DEM
71862,25.0,804,DEM
71863,30.0,13820,DEM
71864,100.0,20005,DEM
71865,50.0,91791,DEM
71866,50.0,60175,DEM
71867,50.0,93012,DEM
71868,100.0,10960,DEM
71869,30.0,52556,DEM
71870,30.0,97471,DEM
71871,100.0,28037,DEM
71872,100.0,46260,DEM
71873,50.0,25314,DEM
71874,7.0,94541,DEM
71875,50.0,10033,DEM
71876,100.0,11756,DEM
71877,30.0,48103,DEM
71878,35.0,75232,DEM
71879,50.0,61704,DEM
71880,30.0,90068,DEM
71881,100.0,94027,DEM
71882,25.0,76022,DEM
71883,20.0,99502,DEM
71884,60.0,22079,DEM
71885,25.0,47401,DEM
71886,250.0,28214,DEM
71887,100.0,90094,DEM
71888,60.0,92234,DEM
71889,100.0,10960,DEM
71890,30.0,44709,DEM
71891,30.0,10977,DEM
71892,30.0,10023,DEM
71893,100.0,14850,DEM
71894,25.0,91722,DEM
71895,100.0,7110,DEM
71896,20.0,94114,DEM
71897,50.0,48073,DEM
71898,45.0,20009,DEM
71899,30.0,98052,DEM
71900,40.0,98103,DEM
71901,100.0,1778,DEM
71902,30.0,32653,DEM
71903,250.0,33026,DEM
71904,50.0,99999,DEM
